tconst,primaryTitle,numVotes,averageRating,startYear,genre,yearRange
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Fantasy,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Fantasy,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Fantasy,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Fantasy,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Fantasy,1980 - 1990
tt0087332,Ghostbusters,356759,7.8,1984,Fantasy,1980 - 1990
tt0092991,Evil Dead II,148843,7.8,1987,Fantasy,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Fantasy,1980 - 1990
tt0094721,Beetlejuice,264916,7.5,1988,Fantasy,1980 - 1990
tt0097351,Field of Dreams,108469,7.5,1989,Fantasy,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Family,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Family,1980 - 1990
tt0085334,A Christmas Story,133253,7.9,1983,Family,1980 - 1990
tt0083866,E.T. the Extra-Terrestrial,373998,7.8,1982,Family,1980 - 1990
tt0089218,The Goonies,245792,7.8,1985,Family,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Family,1980 - 1990
tt0097351,Field of Dreams,108469,7.5,1989,Family,1980 - 1990
tt0088323,The NeverEnding Story,133049,7.4,1984,Family,1980 - 1990
tt0091369,Labyrinth,124608,7.4,1986,Family,1980 - 1990
tt0087538,The Karate Kid,199393,7.3,1984,Family,1980 - 1990
tt0095327,Grave of the Fireflies,237312,8.5,1988,Drama,1980 - 1990
tt0095765,Cinema Paradiso,232326,8.5,1988,Drama,1980 - 1990
tt0081505,The Shining,903691,8.4,1980,Drama,1980 - 1990
tt0087843,Once Upon a Time in America,313368,8.4,1984,Drama,1980 - 1990
tt0086250,Scarface,745587,8.3,1983,Drama,1980 - 1990
tt0093058,Full Metal Jacket,678385,8.3,1987,Drama,1980 - 1990
tt0086879,Amadeus,370696,8.3,1984,Drama,1980 - 1990
tt0082096,Das Boot,232984,8.3,1981,Drama,1980 - 1990
tt0081398,Raging Bull,323462,8.2,1980,Drama,1980 - 1990
tt0089881,Ran,113259,8.2,1985,Drama,1980 - 1990
tt0087843,Once Upon a Time in America,313368,8.4,1984,Crime,1980 - 1990
tt0086250,Scarface,745587,8.3,1983,Crime,1980 - 1990
tt0094226,The Untouchables,283457,7.9,1987,Crime,1980 - 1990
tt0091605,The Name of the Rose,102430,7.7,1986,Crime,1980 - 1990
tt0093409,Lethal Weapon,237769,7.6,1987,Crime,1980 - 1990
tt0093870,Robocop,234094,7.6,1987,Crime,1980 - 1990
tt0095705,The Naked Gun: From the Files of Police Squad!,153727,7.6,1988,Crime,1980 - 1990
tt0095159,A Fish Called Wanda,132093,7.5,1988,Crime,1980 - 1990
tt0094291,Wall Street,144395,7.4,1987,Crime,1980 - 1990
tt0086960,Beverly Hills Cop,164743,7.3,1984,Crime,1980 - 1990
tt0088763,Back to the Future,1064251,8.5,1985,Comedy,1980 - 1990
tt0097165,Dead Poets Society,428819,8.1,1989,Comedy,1980 - 1990
tt0080455,The Blues Brothers,183980,7.9,1980,Comedy,1980 - 1990
tt0085334,A Christmas Story,133253,7.9,1983,Comedy,1980 - 1990
tt0088258,This Is Spinal Tap,129293,7.9,1984,Comedy,1980 - 1990
tt0096874,Back To The Future II,483865,7.8,1989,Comedy,1980 - 1990
tt0088847,The Breakfast Club,358589,7.8,1985,Comedy,1980 - 1990
tt0087332,Ghostbusters,356759,7.8,1984,Comedy,1980 - 1990
tt0091042,Ferris Bueller's Day Off,322597,7.8,1986,Comedy,1980 - 1990
tt0089218,The Goonies,245792,7.8,1985,Comedy,1980 - 1990
tt0086879,Amadeus,370696,8.3,1984,Biography,1980 - 1990
tt0081398,Raging Bull,323462,8.2,1980,Biography,1980 - 1990
tt0080678,The Elephant Man,221275,8.1,1980,Biography,1980 - 1990
tt0083987,Gandhi,218260,8.0,1982,Biography,1980 - 1990
tt0097441,Glory,123719,7.8,1989,Biography,1980 - 1990
tt0093105,"Good Morning, Vietnam",126576,7.3,1987,Biography,1980 - 1990
tt0095327,Grave of the Fireflies,237312,8.5,1988,Animation,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Animation,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Animation,1980 - 1990
tt0094625,Akira,165904,8.0,1988,Animation,1980 - 1990
tt0092067,Castle in the Sky,151079,8.0,1986,Animation,1980 - 1990
tt0097814,Kiki's Delivery Service,125403,7.8,1989,Animation,1980 - 1990
tt0096438,Who Framed Roger Rabbit,182641,7.7,1988,Animation,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Animation,1980 - 1990
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Adventure,1980 - 1990
tt0088763,Back to the Future,1064251,8.5,1985,Adventure,1980 - 1990
tt0082971,Indiana Jones and the Raiders of the Lost Ark,887673,8.4,1981,Adventure,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Adventure,1980 - 1990
tt0090605,Aliens,655347,8.3,1986,Adventure,1980 - 1990
tt0082096,Das Boot,232984,8.3,1981,Adventure,1980 - 1990
tt0097576,Indiana Jones and The Last Crusade,694980,8.2,1989,Adventure,1980 - 1990
tt0092005,Stand by Me,364999,8.1,1986,Adventure,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Adventure,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Adventure,1980 - 1990
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Action,1980 - 1990
tt0082971,Indiana Jones and the Raiders of the Lost Ark,887673,8.4,1981,Action,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Action,1980 - 1990
tt0090605,Aliens,655347,8.3,1986,Action,1980 - 1990
tt0095016,Die Hard,796227,8.2,1988,Action,1980 - 1990
tt0097576,Indiana Jones and The Last Crusade,694980,8.2,1989,Action,1980 - 1990
tt0089881,Ran,113259,8.2,1985,Action,1980 - 1990
tt0083658,Blade Runner,696827,8.1,1982,Action,1980 - 1990
tt0088247,The Terminator,801811,8.0,1984,Action,1980 - 1990
tt0094625,Akira,165904,8.0,1988,Action,1980 - 1990
tt0071230,Blazing Saddles,126584,7.7,1974,Western,1970 - 1980
tt0078788,Apocalypse Now,609513,8.4,1979,War,1970 - 1980
tt0077416,The Deer Hunter,313042,8.1,1978,War,1970 - 1980
tt0071315,Chinatown,295977,8.1,1974,Thriller,1970 - 1980
tt0073195,Jaws,545077,8.0,1975,Thriller,1970 - 1980
tt0077651,Halloween,234005,7.7,1978,Thriller,1970 - 1980
tt0066999,Dirty Harry,143909,7.7,1971,Thriller,1970 - 1980
tt0070379,Mean Streets,100754,7.2,1973,Thriller,1970 - 1980
tt0075148,Rocky,521115,8.1,1976,Sport,1970 - 1980
tt0079817,Rocky II,192906,7.3,1979,Sport,1970 - 1980
tt0078748,Alien,791824,8.4,1979,Sci-Fi,1970 - 1980
tt0066921,A Clockwork Orange,761303,8.3,1971,Sci-Fi,1970 - 1980
tt0079944,Stalker,117928,8.2,1979,Sci-Fi,1970 - 1980
tt0075860,Close Encounters of the Third Kind,185784,7.6,1977,Sci-Fi,1970 - 1980
tt0079501,Mad Max,192378,6.9,1979,Sci-Fi,1970 - 1980
tt0075686,Annie Hall,252561,8.0,1977,Romance,1970 - 1980
tt0079522,Manhattan,131837,7.9,1979,Romance,1970 - 1980
tt0077631,Grease,243404,7.2,1978,Romance,1970 - 1980
tt0078788,Apocalypse Now,609513,8.4,1979,Mystery,1970 - 1980
tt0071315,Chinatown,295977,8.1,1974,Mystery,1970 - 1980
tt0067992,Willy Wonka & the Chocolate Factory,179510,7.8,1971,Musical,1970 - 1980
tt0073629,The Rocky Horror Picture Show,133590,7.4,1975,Musical,1970 - 1980
tt0077631,Grease,243404,7.2,1978,Musical,1970 - 1980
tt0078748,Alien,791824,8.4,1979,Horror,1970 - 1980
tt0070047,The Exorcist,363393,8.0,1973,Horror,1970 - 1980
tt0077402,Dawn of the Dead,111790,7.9,1978,Horror,1970 - 1980
tt0077651,Halloween,234005,7.7,1978,Horror,1970 - 1980
tt0072271,The Texas Chainsaw Massacre,138198,7.5,1974,Horror,1970 - 1980
tt0075005,The Omen,107771,7.5,1976,Horror,1970 - 1980
tt0074285,Carrie,168975,7.4,1976,Horror,1970 - 1980
tt0074486,Eraserhead,103746,7.4,1977,Horror,1970 - 1980
tt0072684,Barry Lyndon,150894,8.1,1975,History,1970 - 1980
tt0074119,All the President's Men,103816,7.9,1976,History,1970 - 1980
tt0076759,Star Wars: Episode IV - A New Hope,1236994,8.6,1977,Fantasy,1970 - 1980
tt0071853,Monty Python and the Holy Grail,502689,8.2,1975,Fantasy,1970 - 1980
tt0067992,Willy Wonka & the Chocolate Factory,179510,7.8,1971,Fantasy,1970 - 1980
tt0074486,Eraserhead,103746,7.4,1977,Fantasy,1970 - 1980
tt0067992,Willy Wonka & the Chocolate Factory,179510,7.8,1971,Family,1970 - 1980
tt0068646,The Godfather,1630607,9.2,1972,Drama,1970 - 1980
tt0071562,The Godfather: Part II,1136475,9.0,1974,Drama,1970 - 1980
tt0073486,One Flew Over the Cuckoo's Nest,922470,8.7,1975,Drama,1970 - 1980
tt0078788,Apocalypse Now,609513,8.4,1979,Drama,1970 - 1980
tt0066921,A Clockwork Orange,761303,8.3,1971,Drama,1970 - 1980
tt0070735,The Sting,242603,8.3,1973,Drama,1970 - 1980
tt0075314,Taxi Driver,729410,8.2,1976,Drama,1970 - 1980
tt0079944,Stalker,117928,8.2,1979,Drama,1970 - 1980
tt0075148,Rocky,521115,8.1,1976,Drama,1970 - 1980
tt0077416,The Deer Hunter,313042,8.1,1978,Drama,1970 - 1980
tt0068646,The Godfather,1630607,9.2,1972,Crime,1970 - 1980
tt0071562,The Godfather: Part II,1136475,9.0,1974,Crime,1970 - 1980
tt0066921,A Clockwork Orange,761303,8.3,1971,Crime,1970 - 1980
tt0070735,The Sting,242603,8.3,1973,Crime,1970 - 1980
tt0075314,Taxi Driver,729410,8.2,1976,Crime,1970 - 1980
tt0072890,Dog Day Afternoon,236707,8.0,1975,Crime,1970 - 1980
tt0070511,Papillon,122008,8.0,1973,Crime,1970 - 1980
tt0066999,Dirty Harry,143909,7.7,1971,Crime,1970 - 1980
tt0067116,The French Connection,110673,7.7,1971,Crime,1970 - 1980
tt0070666,Serpico,110555,7.7,1973,Crime,1970 - 1980
tt0070735,The Sting,242603,8.3,1973,Comedy,1970 - 1980
tt0071853,Monty Python and the Holy Grail,502689,8.2,1975,Comedy,1970 - 1980
tt0079470,Monty Python's Life of Brian,368812,8.1,1979,Comedy,1970 - 1980
tt0075686,Annie Hall,252561,8.0,1977,Comedy,1970 - 1980
tt0072431,Young Frankenstein,143978,8.0,1974,Comedy,1970 - 1980
tt0079522,Manhattan,131837,7.9,1979,Comedy,1970 - 1980
tt0071230,Blazing Saddles,126584,7.7,1974,Comedy,1970 - 1980
tt0070608,Robin Hood,116332,7.6,1973,Comedy,1970 - 1980
tt0077975,National Lampoon's Animal House,112353,7.5,1978,Comedy,1970 - 1980
tt0073629,The Rocky Horror Picture Show,133590,7.4,1975,Comedy,1970 - 1980
tt0072890,Dog Day Afternoon,236707,8.0,1975,Biography,1970 - 1980
tt0070511,Papillon,122008,8.0,1973,Biography,1970 - 1980
tt0074119,All the President's Men,103816,7.9,1976,Biography,1970 - 1980
tt0070666,Serpico,110555,7.7,1973,Biography,1970 - 1980
tt0079116,Escape from Alcatraz,122581,7.6,1979,Biography,1970 - 1980
tt0070608,Robin Hood,116332,7.6,1973,Animation,1970 - 1980
tt0076759,Star Wars: Episode IV - A New Hope,1236994,8.6,1977,Adventure,1970 - 1980
tt0071853,Monty Python and the Holy Grail,502689,8.2,1975,Adventure,1970 - 1980
tt0072684,Barry Lyndon,150894,8.1,1975,Adventure,1970 - 1980
tt0073195,Jaws,545077,8.0,1975,Adventure,1970 - 1980
tt0077402,Dawn of the Dead,111790,7.9,1978,Adventure,1970 - 1980
tt0070608,Robin Hood,116332,7.6,1973,Adventure,1970 - 1980
tt0078346,Superman,159784,7.3,1978,Adventure,1970 - 1980
tt0079501,Mad Max,192378,6.9,1979,Adventure,1970 - 1980
tt0076759,Star Wars: Episode IV - A New Hope,1236994,8.6,1977,Action,1970 - 1980
tt0077402,Dawn of the Dead,111790,7.9,1978,Action,1970 - 1980
tt0066999,Dirty Harry,143909,7.7,1971,Action,1970 - 1980
tt0067116,The French Connection,110673,7.7,1971,Action,1970 - 1980
tt0079116,Escape from Alcatraz,122581,7.6,1979,Action,1970 - 1980
tt0078346,Superman,159784,7.3,1978,Action,1970 - 1980
tt0079501,Mad Max,192378,6.9,1979,Action,1970 - 1980
tt0060196,"The Good, the Bad and the Ugly",691812,8.8,1966,Western,1960 - 1970
tt0064116,Once Upon a Time in the West,304251,8.5,1968,Western,1960 - 1970
tt0059578,For a Few Dollars More,233955,8.2,1965,Western,1960 - 1970
tt0058461,A Fistful of Dollars,199097,8.0,1964,Western,1960 - 1970
tt0054215,Psycho,607489,8.5,1960,Thriller,1960 - 1970
tt0055630,Yojimbo,111999,8.2,1961,Thriller,1960 - 1970
tt0060827,Persona,104170,8.1,1966,Thriller,1960 - 1970
tt0063350,Night of the Living Dead,117012,7.9,1968,Thriller,1960 - 1970
tt0058150,Goldfinger,174869,7.7,1964,Thriller,1960 - 1970
tt0057076,From Russia with Love,121031,7.4,1963,Thriller,1960 - 1970
tt0055928,Dr. No,150874,7.2,1962,Thriller,1960 - 1970
tt0059800,Thunderball,107624,7.0,1965,Thriller,1960 - 1970
tt0062622,2001: A Space Odyssey,606594,8.3,1968,Sci-Fi,1960 - 1970
tt0063442,Planet of the Apes,165615,8.0,1968,Sci-Fi,1960 - 1970
tt0053604,The Apartment,165373,8.3,1960,Romance,1960 - 1970
tt0061722,The Graduate,254619,8.0,1967,Romance,1960 - 1970
tt0054698,Breakfast at Tiffany's,167326,7.6,1961,Romance,1960 - 1970
tt0054215,Psycho,607489,8.5,1960,Mystery,1960 - 1970
tt0056869,The Birds,172456,7.7,1963,Mystery,1960 - 1970
tt0054215,Psycho,607489,8.5,1960,Horror,1960 - 1970
tt0063522,Rosemary's Baby,195006,8.0,1968,Horror,1960 - 1970
tt0063350,Night of the Living Dead,117012,7.9,1968,Horror,1960 - 1970
tt0056869,The Birds,172456,7.7,1963,Horror,1960 - 1970
tt0057115,The Great Escape,225742,8.2,1963,History,1960 - 1970
tt0058331,Mary Poppins,158703,7.8,1964,Fantasy,1960 - 1970
tt0059742,The Sound of Music,208055,8.0,1965,Family,1960 - 1970
tt0058331,Mary Poppins,158703,7.8,1964,Family,1960 - 1970
tt0061852,The Jungle Book,167106,7.6,1967,Family,1960 - 1970
tt0056172,Lawrence of Arabia,269395,8.3,1962,Drama,1960 - 1970
tt0053604,The Apartment,165373,8.3,1960,Drama,1960 - 1970
tt0056592,To Kill a Mockingbird,294919,8.2,1962,Drama,1960 - 1970
tt0057115,The Great Escape,225742,8.2,1963,Drama,1960 - 1970
tt0055630,Yojimbo,111999,8.2,1961,Drama,1960 - 1970
tt0061512,Cool Hand Luke,162779,8.1,1967,Drama,1960 - 1970
tt0060827,Persona,104170,8.1,1966,Drama,1960 - 1970
tt0061722,The Graduate,254619,8.0,1967,Drama,1960 - 1970
tt0059742,The Sound of Music,208055,8.0,1965,Drama,1960 - 1970
tt0064115,Butch Cassidy and the Sundance Kid,202446,8.0,1969,Drama,1960 - 1970
tt0056592,To Kill a Mockingbird,294919,8.2,1962,Crime,1960 - 1970
tt0061512,Cool Hand Luke,162779,8.1,1967,Crime,1960 - 1970
tt0064115,Butch Cassidy and the Sundance Kid,202446,8.0,1969,Crime,1960 - 1970
tt0061418,Bonnie and Clyde,102849,7.8,1967,Crime,1960 - 1970
tt0057012,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,452600,8.4,1964,Comedy,1960 - 1970
tt0053604,The Apartment,165373,8.3,1960,Comedy,1960 - 1970
tt0061722,The Graduate,254619,8.0,1967,Comedy,1960 - 1970
tt0058331,Mary Poppins,158703,7.8,1964,Comedy,1960 - 1970
tt0054698,Breakfast at Tiffany's,167326,7.6,1961,Comedy,1960 - 1970
tt0055254,One Hundred and One Dalmatians,153690,7.3,1961,Comedy,1960 - 1970
tt0056172,Lawrence of Arabia,269395,8.3,1962,Biography,1960 - 1970
tt0059742,The Sound of Music,208055,8.0,1965,Biography,1960 - 1970
tt0064115,Butch Cassidy and the Sundance Kid,202446,8.0,1969,Biography,1960 - 1970
tt0054331,Spartacus,124792,7.9,1960,Biography,1960 - 1970
tt0061418,Bonnie and Clyde,102849,7.8,1967,Biography,1960 - 1970
tt0061852,The Jungle Book,167106,7.6,1967,Animation,1960 - 1970
tt0055254,One Hundred and One Dalmatians,153690,7.3,1961,Animation,1960 - 1970
tt0062622,2001: A Space Odyssey,606594,8.3,1968,Adventure,1960 - 1970
tt0056172,Lawrence of Arabia,269395,8.3,1962,Adventure,1960 - 1970
tt0057115,The Great Escape,225742,8.2,1963,Adventure,1960 - 1970
tt0063442,Planet of the Apes,165615,8.0,1968,Adventure,1960 - 1970
tt0054331,Spartacus,124792,7.9,1960,Adventure,1960 - 1970
tt0058150,Goldfinger,174869,7.7,1964,Adventure,1960 - 1970
tt0061852,The Jungle Book,167106,7.6,1967,Adventure,1960 - 1970
tt0057076,From Russia with Love,121031,7.4,1963,Adventure,1960 - 1970
tt0055254,One Hundred and One Dalmatians,153690,7.3,1961,Adventure,1960 - 1970
tt0064276,Easy Rider,100474,7.3,1969,Adventure,1960 - 1970
tt0055630,Yojimbo,111999,8.2,1961,Action,1960 - 1970
tt0058461,A Fistful of Dollars,199097,8.0,1964,Action,1960 - 1970
tt0061418,Bonnie and Clyde,102849,7.8,1967,Action,1960 - 1970
tt0058150,Goldfinger,174869,7.7,1964,Action,1960 - 1970
tt0057076,From Russia with Love,121031,7.4,1963,Action,1960 - 1970
tt0055928,Dr. No,150874,7.2,1962,Action,1960 - 1970
tt0059800,Thunderball,107624,7.0,1965,Action,1960 - 1970
tt0050825,Paths of Glory,179322,8.4,1957,War,1950 - 1960
tt0050212,The Bridge on the River Kwai,204371,8.1,1957,War,1950 - 1960
tt0047396,Rear Window,446271,8.4,1954,Thriller,1950 - 1960
tt0052357,Vertigo,366382,8.3,1958,Thriller,1950 - 1960
tt0053125,North by Northwest,300537,8.3,1959,Thriller,1950 - 1960
tt0046912,Dial M for Murder,159308,8.2,1954,Thriller,1950 - 1960
tt0047296,On the Waterfront,142820,8.1,1954,Thriller,1950 - 1960
tt0044079,Strangers on a Train,123738,7.9,1951,Thriller,1950 - 1960
tt0052357,Vertigo,366382,8.3,1958,Romance,1950 - 1960
tt0045152,Singin' in the Rain,220217,8.3,1952,Romance,1950 - 1960
tt0053291,Some Like It Hot,245178,8.2,1959,Romance,1950 - 1960
tt0046250,Roman Holiday,127870,8.0,1953,Romance,1950 - 1960
tt0047396,Rear Window,446271,8.4,1954,Mystery,1950 - 1960
tt0051201,Witness for the Prosecution,109730,8.4,1957,Mystery,1950 - 1960
tt0052357,Vertigo,366382,8.3,1958,Mystery,1950 - 1960
tt0053125,North by Northwest,300537,8.3,1959,Mystery,1950 - 1960
tt0042876,Rashomon,153509,8.2,1950,Mystery,1950 - 1960
tt0045152,Singin' in the Rain,220217,8.3,1952,Musical,1950 - 1960
tt0053291,Some Like It Hot,245178,8.2,1959,Music,1950 - 1960
tt0050976,The Seventh Seal,166183,8.2,1957,History,1950 - 1960
tt0052618,Ben-Hur,220349,8.1,1959,History,1950 - 1960
tt0043014,Sunset Boulevard,202707,8.4,1950,Film-Noir,1950 - 1960
tt0044079,Strangers on a Train,123738,7.9,1951,Film-Noir,1950 - 1960
tt0050976,The Seventh Seal,166183,8.2,1957,Fantasy,1950 - 1960
tt0042332,Cinderella,146490,7.3,1950,Fantasy,1950 - 1960
tt0053285,Sleeping Beauty,135996,7.2,1959,Fantasy,1950 - 1960
tt0043274,Alice in Wonderland,129625,7.4,1951,Family,1950 - 1960
tt0042332,Cinderella,146490,7.3,1950,Family,1950 - 1960
tt0046183,Peter Pan,127391,7.3,1953,Family,1950 - 1960
tt0053285,Sleeping Beauty,135996,7.2,1959,Family,1950 - 1960
tt0050083,12 Angry Men,694545,9.0,1957,Drama,1950 - 1960
tt0047478,Seven Samurai,317353,8.6,1954,Drama,1950 - 1960
tt0043014,Sunset Boulevard,202707,8.4,1950,Drama,1950 - 1960
tt0050825,Paths of Glory,179322,8.4,1957,Drama,1950 - 1960
tt0051201,Witness for the Prosecution,109730,8.4,1957,Drama,1950 - 1960
tt0050976,The Seventh Seal,166183,8.2,1957,Drama,1950 - 1960
tt0042876,Rashomon,153509,8.2,1950,Drama,1950 - 1960
tt0042192,All About Eve,121133,8.2,1950,Drama,1950 - 1960
tt0052618,Ben-Hur,220349,8.1,1959,Drama,1950 - 1960
tt0050212,The Bridge on the River Kwai,204371,8.1,1957,Drama,1950 - 1960
tt0050083,12 Angry Men,694545,9.0,1957,Crime,1950 - 1960
tt0051201,Witness for the Prosecution,109730,8.4,1957,Crime,1950 - 1960
tt0046912,Dial M for Murder,159308,8.2,1954,Crime,1950 - 1960
tt0042876,Rashomon,153509,8.2,1950,Crime,1950 - 1960
tt0047296,On the Waterfront,142820,8.1,1954,Crime,1950 - 1960
tt0053198,The 400 Blows,106056,8.1,1959,Crime,1950 - 1960
tt0044079,Strangers on a Train,123738,7.9,1951,Crime,1950 - 1960
tt0045152,Singin' in the Rain,220217,8.3,1952,Comedy,1950 - 1960
tt0053291,Some Like It Hot,245178,8.2,1959,Comedy,1950 - 1960
tt0046250,Roman Holiday,127870,8.0,1953,Comedy,1950 - 1960
tt0048280,Lady and the Tramp,123679,7.3,1955,Comedy,1950 - 1960
tt0043274,Alice in Wonderland,129625,7.4,1951,Animation,1950 - 1960
tt0042332,Cinderella,146490,7.3,1950,Animation,1950 - 1960
tt0046183,Peter Pan,127391,7.3,1953,Animation,1950 - 1960
tt0048280,Lady and the Tramp,123679,7.3,1955,Animation,1950 - 1960
tt0053285,Sleeping Beauty,135996,7.2,1959,Animation,1950 - 1960
tt0047478,Seven Samurai,317353,8.6,1954,Adventure,1950 - 1960
tt0053125,North by Northwest,300537,8.3,1959,Adventure,1950 - 1960
tt0052618,Ben-Hur,220349,8.1,1959,Adventure,1950 - 1960
tt0050212,The Bridge on the River Kwai,204371,8.1,1957,Adventure,1950 - 1960
tt0043274,Alice in Wonderland,129625,7.4,1951,Adventure,1950 - 1960
tt0046183,Peter Pan,127391,7.3,1953,Adventure,1950 - 1960
tt0048280,Lady and the Tramp,123679,7.3,1955,Adventure,1950 - 1960
tt0047478,Seven Samurai,317353,8.6,1954,Action,1950 - 1960
